Pokemon,Type1,Type2,FastMove,FastType,ChargedMove,ChargedMoveType,Stamina,Attack,Defense,DPS,TDO,DPSxTDO,CP,Generation,Legendary,TypeColor
Mew,Psychic,,Cut,Normal,Overheat,Fire,200,210,200,11.205,376.1,"4,214.60","3,090",1,FALSE,deeppink1
Cranidos,Rock,,Zen Headbutt,Psychic,Rock Tomb,Rock,134,218,78,11.201,121.7,"1,362.80","1,820",4,FALSE,sienna4
Cherrim,Grass,,Bullet Seed,Grass,Power Whip,Grass,140,170,154,11.193,244,"2,731.60","2,048",4,FALSE,green2
Hitmonchan,Fighting,,Counter,Fighting,Brick Break,Fighting,100,193,212,11.192,202.7,"2,269.10","2,098",1,FALSE,chocolate2
Mew,Psychic,,Shadow Claw,Ghost,Rock Slide,Rock,200,210,200,11.191,375.7,"4,204.30","3,090",1,FALSE,deeppink1
Mew,Psychic,,Steel Wing,Steel,Psychic,Psychic,200,210,200,11.19,375.6,"4,203.40","3,090",1,FALSE,deeppink1
Arbok,Poison,,Acid,Poison,Gunk Shot,Poison,120,167,156,11.185,181.3,"2,027.80","1,908",1,FALSE,purple3
Lugia,Psychic,Flying,Dragon Tail,Dragon,Future Sight,Psychic,212,193,302,11.185,595.6,"6,661.70","3,598",2,TRUE,deeppink1
Exeggutor,Grass,Psychic,Bullet Seed,Grass,Psychic,Psychic,190,233,165,11.183,280,"3,131.30","2,942",1,FALSE,green2
Mew,Psychic,,Snarl,Dark,Surf,Water,200,210,200,11.18,375.3,"4,196.30","3,090",1,FALSE,deeppink1
Mew,Psychic,,Dragon Tail,Dragon,Dragon Claw,Dragon,200,210,200,11.178,375.2,"4,194.50","3,090",1,FALSE,deeppink1
Alolan Muk,Dark,Poison,Poison Jab,Poison,Sludge Wave,Poison,210,190,184,11.176,347.3,"3,881.20","2,709",Alolan,FALSE,gray0
Muk,Poison,,Poison Jab,Poison,Sludge Wave,Poison,210,190,194,11.176,347.3,"3,881.20","2,709",1,FALSE,purple3
Mew,Psychic,,Rock Smash,Fighting,Grass Knot,Grass,200,210,200,11.173,375.1,"4,191","3,090",1,FALSE,deeppink1
Mew,Psychic,,Rock Smash,Fighting,Wild Charge,Electric,200,210,200,11.173,375.1,"4,191","3,090",1,FALSE,deeppink1
Golem,Rock,Ground,Mud Shot,Ground,Rock Blast,Rock,160,211,244,11.17,331,"3,697","2,916",1,FALSE,sienna4
Mew,Psychic,,Infestation,Bug,Solar Beam,Grass,200,210,200,11.166,374.9,"4,185.60","3,090",1,FALSE,deeppink1
Zangoose,Normal,,Shadow Claw,Ghost,Close Combat,Fighting,146,222,120,11.165,173.4,"1,936","2,214",3,FALSE,ivory2
Mew,Psychic,,Shadow Claw,Ghost,Psychic,Psychic,200,210,200,11.161,374.7,"4,181.80","3,090",1,FALSE,deeppink1
Stantler,Normal,,Tackle,Normal,Stomp,Normal,146,192,129,11.161,183.3,"2,045.80","1,988",2,FALSE,ivory2
Mew,Psychic,,Shadow Claw,Ghost,Dragon Claw,Dragon,200,210,200,11.159,374.6,"4,180.70","3,090",1,FALSE,deeppink1
Mew,Psychic,,Snarl,Dark,Thunderbolt,Electric,200,210,200,11.159,374.6,"4,180.50","3,090",1,FALSE,deeppink1
Giratina (Origin Forme),Ghost,Dragon,Shadow Claw,Ghost,Ancient Power,Rock,300,247,200,11.157,467.6,"5,217.40","3,683",4,TRUE,midnightblue
Alolan Sandslash,Ice,Steel,Metal Claw,Steel,Blizzard,Ice,150,177,221,11.153,301.4,"3,361.20","2,366",Alolan,FALSE,cyan2
Golem,Rock,Ground,Mud Slap,Ground,Rock Blast,Rock,160,211,244,11.148,330.3,"3,682.50","2,916",1,FALSE,sienna4
Carnivine,Grass,,Vine Whip,Grass,Energy Ball,Grass,148,187,144,11.144,226.6,"2,524.80","2,159",4,FALSE,green2
Mew,Psychic,,Pound,Normal,Rock Slide,Rock,200,210,200,11.144,374.1,"4,169.40","3,090",1,FALSE,deeppink1
Sneasel,Dark,Ice,Feint Attack,Dark,Ice Punch,Ice,110,189,145,11.144,166.3,"1,852.90","1,868",2,FALSE,gray0
Kingdra,Water,Dragon,Dragon Breath,Dragon,Blizzard,Ice,150,194,190,11.142,266.6,"2,970.70","2,424",2,FALSE,dodgerblue2
Rapidash,Fire,,Ember,Fire,Fire Blast,Fire,130,207,158,11.142,204.1,"2,273.60","2,252",1,FALSE,firebrick
Mew,Psychic,,Dragon Tail,Dragon,Psychic,Psychic,200,210,200,11.14,374,"4,166.10","3,090",1,FALSE,deeppink1
Skuntank,Poison,Dark,Poison Jab,Poison,Crunch,Dark,206,184,133,11.136,278.3,"3,099.20","2,358",4,FALSE,purple3
Abomasnow,Grass,Ice,Razor Leaf,Grass,Blizzard,Ice,180,178,168,11.135,296.8,"3,304.50","2,362",4,FALSE,green2
Rotom,Electric,Ghost,Tackle,Normal,Thunderbolt,Electric,100,185,154,11.131,204.3,"2,274","2,031",4,FALSE,yellow2
Ampharos,Electric,,Volt Switch,Electric,Zap Cannon,Electric,180,211,179,11.127,281.6,"3,133","2,695",2,FALSE,yellow2
Mew,Psychic,,Pound,Normal,Psychic,Psychic,200,210,200,11.125,373.5,"4,154.60","3,090",1,FALSE,deeppink1
Mew,Psychic,,Steel Wing,Steel,Ice Beam,Ice,200,210,200,11.124,373.4,"4,154.30","3,090",1,FALSE,deeppink1
Mew,Psychic,,Volt Switch,Electric,Psyshock,Psychic,200,210,200,11.124,373.4,"4,154","3,090",1,FALSE,deeppink1
Torterra,Grass,Ground,Razor Leaf,Grass,Stone Edge,Rock,190,202,205,11.124,362,"4,026.70","2,934",4,FALSE,green2
Mew,Psychic,,Poison Jab,Poison,Blizzard,Ice,200,210,200,11.122,373.4,"4,152.30","3,090",1,FALSE,deeppink1
Mew,Psychic,,Cut,Normal,Dazzling Gleam,Fairy,200,210,200,11.12,373.3,"4,151.20","3,090",1,FALSE,deeppink1
Luxray,Electric,,Snarl,Dark,Crunch,Dark,160,232,158,11.119,270.5,"3,007.50","2,888",4,FALSE,yellow2
Scizor,Bug,Steel,Bullet Punch,Steel,Night Slash,Dark,140,236,195,11.119,246.4,"2,739.30","2,801",2,FALSE,darkgreen
Magmar,Fire,,Karate Chop,Fighting,Fire Blast,Fire,130,206,163,11.118,205.9,"2,288.70","2,254",1,FALSE,firebrick
Mothim,Bug,Flying,Bug Bite,Bug,Aerial Ace,Flying,140,185,100,11.115,163,"1,811.70","1,815",4,FALSE,darkgreen
Mew,Psychic,,Waterfall,Water,Solar Beam,Grass,200,210,200,11.114,373.1,"4,146.60","3,090",1,FALSE,deeppink1
Mew,Psychic,,Poison Jab,Poison,Focus Blast,Fighting,200,210,200,11.112,373,"4,144.90","3,090",1,FALSE,deeppink1
Hitmonlee,Fighting,,Low Kick,Fighting,Stomp,Normal,100,224,206,11.109,200.4,"2,226","2,406",1,FALSE,chocolate2
Walrein,Ice,Water,Frost Breath,Ice,Blizzard,Ice,220,182,180,11.109,346,"3,843.90","2,606",3,FALSE,cyan2
Beedrill,Bug,Poison,Infestation,Bug,Sludge Bomb,Poison,130,169,150,11.107,184.4,"2,048.10","1,777",1,FALSE,darkgreen
Skuntank,Poison,Dark,Bite,Dark,Crunch,Dark,206,184,133,11.105,277.5,"3,082.10","2,358",4,FALSE,purple3
Mew,Psychic,,Pound,Normal,Dragon Claw,Dragon,200,210,200,11.103,372.8,"4,138.90","3,090",1,FALSE,deeppink1
Ninetales,Fire,,Fire Spin,Fire,Overheat,Fire,146,169,194,11.103,271.7,"3,016.60","2,157",1,FALSE,firebrick
Alolan Muk,Dark,Poison,Bite,Dark,Sludge Wave,Poison,210,190,184,11.102,345,"3,830","2,709",Alolan,FALSE,gray0
Mew,Psychic,,Dragon Tail,Dragon,Ice Beam,Ice,200,210,200,11.098,372.6,"4,134.60","3,090",1,FALSE,deeppink1
Magmar,Fire,,Ember,Fire,Fire Blast,Fire,130,206,163,11.096,205.4,"2,279.60","2,254",1,FALSE,firebrick
Carvanha,Water,Dark,Bite,Dark,Crunch,Dark,90,171,40,11.092,43.6,484.1,874,3,FALSE,dodgerblue2
Politoed,Water,,Bubble,Water,Surf,Water,180,174,194,11.089,310.6,"3,444.70","2,371",2,FALSE,dodgerblue2
Starmie,Water,Psychic,Water Gun,Water,Psychic,Psychic,120,210,170,11.089,206.7,"2,292.60","2,303",1,FALSE,dodgerblue2
Giratina (Origin Forme),Ghost,Dragon,Dragon Breath,Dragon,Shadow Sneak,Ghost,300,247,200,11.088,464.8,"5,153.50","3,683",4,TRUE,midnightblue
Aerodactyl,Rock,Flying,Bite,Dark,Iron Head,Steel,160,221,148,11.086,241,"2,671.60","2,608",1,FALSE,sienna4
Mew,Psychic,,Waterfall,Water,Dazzling Gleam,Fairy,200,210,200,11.085,372.1,"4,124.80","3,090",1,FALSE,deeppink1
Tangela,Grass,,Vine Whip,Grass,Sludge Bomb,Poison,130,183,211,11.085,245.4,"2,720.30","2,208",1,FALSE,green2
Golem,Rock,Ground,Mud Slap,Ground,Stone Edge,Rock,160,211,244,11.084,328.4,"3,640.30","2,916",1,FALSE,sienna4
Mew,Psychic,,Shadow Claw,Ghost,Ice Beam,Ice,200,210,200,11.082,372,"4,123.10","3,090",1,FALSE,deeppink1
Swampert,Water,Ground,Mud Shot,Ground,Earthquake,Ground,200,208,180,11.081,314.1,"3,480.60","2,815",3,FALSE,dodgerblue2
Ambipom,Normal,,Astonish,Ghost,Hyper Beam,Normal,150,205,132,11.076,238,"2,636.50","2,418",4,FALSE,ivory2
Mothim,Bug,Flying,Air Slash,Flying,Bug Buzz,Bug,140,185,100,11.076,162.4,"1,798.80","1,815",4,FALSE,darkgreen
Rhydon,Ground,Rock,Rock Smash,Fighting,Surf,Water,210,222,221,11.074,382.1,"4,231.70","3,300",1,FALSE,peru
Mew,Psychic,,Infestation,Bug,Dazzling Gleam,Fairy,200,210,200,11.073,371.7,"4,116.50","3,090",1,FALSE,deeppink1
Sunflora,Grass,,Razor Leaf,Grass,Sludge Bomb,Poison,150,185,163,11.073,206.7,"2,288.60","2,048",2,FALSE,green2
Shiftry,Grass,Dark,Razor Leaf,Grass,Hurricane,Flying,180,200,120,11.07,203.7,"2,255.40","2,186",3,FALSE,green2
Dugtrio,Ground,,Mud Shot,Ground,Mud Bomb,Ground,70,167,135,11.067,105.8,"1,170.50","1,612",1,FALSE,peru
Omastar,Rock,Water,Mud Shot,Ground,Hydro Pump,Water,140,207,236,11.064,288,"3,186.70","2,685",1,FALSE,sienna4
Floatzel,Water,,Waterfall,Water,Aqua Jet,Water,170,221,109,11.063,211,"2,333.70","2,443",4,FALSE,dodgerblue2
Mew,Psychic,,Infestation,Bug,Overheat,Fire,200,210,200,11.061,371.3,"4,107.40","3,090",1,FALSE,deeppink1
Golem,Rock,Ground,Mud Shot,Ground,Earthquake,Ground,160,211,244,11.057,327.6,"3,622.50","2,916",1,FALSE,sienna4
Electrode,Electric,,Spark,Electric,Thunderbolt,Electric,120,173,158,11.056,204,"2,255.80","1,945",1,FALSE,yellow2
Hitmonlee,Fighting,,Rock Smash,Fighting,Stomp,Normal,100,224,206,11.053,199.4,"2,203.60","2,406",1,FALSE,chocolate2
Grovyle,Grass,,Bullet Seed,Grass,Leaf Blade,Grass,100,172,125,11.05,127.9,"1,413.10","1,508",3,FALSE,green2
Ludicolo,Water,Grass,Bubble,Water,Solar Beam,Grass,160,173,193,11.047,276.4,"3,053.10","2,229",3,FALSE,dodgerblue2
Murkrow,Dark,Flying,Peck,Flying,Foul Play,Dark,120,175,84,11.047,105.6,"1,166.10","1,392",2,FALSE,gray0
Snorlax,Normal,,Lick,Ghost,Body Slam,Normal,320,190,209,11.047,526.5,"5,816.50","3,355",1,FALSE,ivory2
Mew,Psychic,,Poison Jab,Poison,Rock Slide,Rock,200,210,200,11.044,370.8,"4,094.70","3,090",1,FALSE,deeppink1
Scizor,Bug,Steel,Fury Cutter,Bug,Night Slash,Dark,140,236,195,11.043,244.7,"2,702","2,801",2,FALSE,darkgreen
Arcanine,Fire,,Bite,Dark,Crunch,Dark,180,227,160,11.042,270.5,"2,986.40","2,839",1,FALSE,firebrick
Ludicolo,Water,Grass,Razor Leaf,Grass,Solar Beam,Grass,160,173,193,11.042,276.3,"3,050.50","2,229",3,FALSE,dodgerblue2
Ninjask,Bug,Flying,Metal Claw,Steel,Aerial Ace,Flying,122,199,99,11.04,137.5,"1,517.90","1,790",3,FALSE,darkgreen
Mew,Psychic,,Waterfall,Water,Overheat,Fire,200,210,200,11.039,370.6,"4,090.60","3,090",1,FALSE,deeppink1
Staraptor,Normal,Flying,Wing Attack,Flying,Heat Wave,Fire,170,234,138,11.035,252.8,"2,790","2,825",4,FALSE,ivory2
Mew,Psychic,,Pound,Normal,Ice Beam,Ice,200,210,200,11.032,370.4,"4,085.80","3,090",1,FALSE,deeppink1
Kingler,Water,,Mud Shot,Ground,Water Pulse,Water,110,240,214,11.024,219,"2,414.20","2,694",1,FALSE,dodgerblue2
Absol,Dark,,Psycho Cut,Psychic,Thunder,Electric,130,246,120,11.023,149.7,"1,650.70","2,280",3,FALSE,gray0
Weepinbell,Grass,Poison,Bullet Seed,Grass,Sludge Bomb,Poison,130,172,99,11.023,122,"1,344.80","1,475",1,FALSE,green2
Mew,Psychic,,Frost Breath,Ice,Solar Beam,Grass,200,210,200,11.022,370,"4,078.50","3,090",1,FALSE,deeppink1
Mew,Psychic,,Cut,Normal,Thunderbolt,Electric,200,210,200,11.017,369.8,"4,074.60","3,090",1,FALSE,deeppink1
Hitmonlee,Fighting,,Low Kick,Fighting,Stone Edge,Rock,100,224,206,11.015,198.7,"2,188.30","2,406",1,FALSE,chocolate2
Yanmega,Bug,Flying,Bug Bite,Bug,Ancient Power,Rock,172,231,165,11.012,280.9,"3,093.70","2,946",Mega,FALSE,darkgreen
Mew,Psychic,,Poison Jab,Poison,Dragon Claw,Dragon,200,210,200,11.011,369.6,"4,070.20","3,090",1,FALSE,deeppink1
Mew,Psychic,,Cut,Normal,Surf,Water,200,210,200,11.009,369.6,"4,069","3,090",1,FALSE,deeppink1
Milotic,Water,,Waterfall,Water,Hyper Beam,Normal,190,192,239,11.009,402.5,"4,431.10","2,967",3,FALSE,dodgerblue2
Xatu,Psychic,Flying,Air Slash,Flying,Future Sight,Psychic,130,192,140,11.008,178.3,"1,963.10","1,975",2,FALSE,deeppink1
Gastly,Ghost,Poison,Sucker Punch,Dark,Sludge Bomb,Poison,60,186,69,11.002,48.7,535.5,"1,002",1,FALSE,midnightblue
Omastar,Rock,Water,Water Gun,Water,Ancient Power,Rock,140,207,236,11.002,286.4,"3,151.10","2,685",1,FALSE,sienna4
Giratina (Origin Forme),Ghost,Dragon,Dragon Breath,Dragon,Ancient Power,Rock,300,247,200,11.001,461.1,"5,072.80","3,683",4,TRUE,midnightblue
Luxio,Electric,,Bite,Dark,Wild Charge,Electric,120,159,98,11,142.7,"1,570.20","1,486",4,FALSE,yellow2
Mew,Psychic,,Waterfall,Water,Thunderbolt,Electric,200,210,200,11,369.3,"4,061.70","3,090",1,FALSE,deeppink1
Mew,Psychic,,Waterfall,Water,Surf,Water,200,210,200,10.994,369.1,"4,057.40","3,090",1,FALSE,deeppink1
Mew,Psychic,,Snarl,Dark,Hyper Beam,Normal,200,210,200,10.981,368.6,"4,048","3,090",1,FALSE,deeppink1
Manectric,Electric,,Snarl,Dark,Thunder,Electric,140,215,120,10.98,167.7,"1,841.50","2,131",3,FALSE,yellow2
Feraligatr,Water,,Water Gun,Water,Ice Beam,Ice,170,205,196,10.978,298.8,"3,280.30","2,721",2,FALSE,dodgerblue2
Kabutops,Rock,Water,Mud Shot,Ground,Ancient Power,Rock,120,220,201,10.967,224,"2,456.40","2,517",1,FALSE,sienna4
Parasect,Bug,Grass,Fury Cutter,Bug,Solar Beam,Grass,120,165,160,10.967,165.4,"1,814.20","1,657",1,FALSE,darkgreen
Cherrim,Grass,,Razor Leaf,Grass,Solar Beam,Grass,140,170,154,10.965,239.1,"2,621.50","2,048",4,FALSE,green2
Donphan,Ground,,Tackle,Normal,Earthquake,Ground,180,214,225,10.965,339.8,"3,725.70","3,022",2,FALSE,peru
Mew,Psychic,,Poison Jab,Poison,Psychic,Psychic,200,210,200,10.964,368.1,"4,035.40","3,090",1,FALSE,deeppink1
Mew,Psychic,,Frost Breath,Ice,Dazzling Gleam,Fairy,200,210,200,10.961,368,"4,033.40","3,090",1,FALSE,deeppink1
Nidoking,Poison,Ground,Poison Jab,Poison,Megahorn,Bug,162,204,154,10.961,231.6,"2,538.40","2,386",1,FALSE,purple3
Shaymin (Land Forme),Grass,,Zen Headbutt,Psychic,Energy Ball,Grass,200,210,200,10.961,410.8,"4,502.40","3,265",4,TRUE,green2
Mew,Psychic,,Infestation,Bug,Thunderbolt,Electric,200,210,200,10.959,367.9,"4,031.90","3,090",1,FALSE,deeppink1
Grovyle,Grass,,Bullet Seed,Grass,Grass Knot,Grass,100,172,125,10.957,126.8,"1,389.20","1,508",3,FALSE,green2
Alolan Raichu,Electric,Psychic,Spark,Electric,Thunder Punch,Electric,120,201,172,10.953,191.9,"2,101.80","2,143",Alolan,FALSE,yellow2
Nidoking,Poison,Ground,Fury Cutter,Bug,Earthquake,Ground,162,204,154,10.952,231.4,"2,534","2,386",1,FALSE,purple3
Hitmonlee,Fighting,,Low Kick,Fighting,Low Sweep,Fighting,100,224,206,10.95,197.5,"2,162.60","2,406",1,FALSE,chocolate2
Weepinbell,Grass,Poison,Acid,Poison,Seed Bomb,Grass,130,172,99,10.95,121.2,"1,327.10","1,475",1,FALSE,green2
Dodrio,Normal,Flying,Feint Attack,Dark,Brave Bird,Flying,120,218,138,10.949,167.2,"1,830.50","2,205",1,FALSE,ivory2
Mew,Psychic,,Infestation,Bug,Surf,Water,200,210,200,10.949,367.6,"4,024.70","3,090",1,FALSE,deeppink1
Mew,Psychic,,Poison Jab,Poison,Ice Beam,Ice,200,210,200,10.947,367.5,"4,023.10","3,090",1,FALSE,deeppink1
Beautifly,Bug,Flying,Infestation,Bug,Bug Buzz,Bug,120,189,100,10.946,115.9,"1,268.40","1,573",3,FALSE,darkgreen
Dugtrio,Ground,,Sucker Punch,Dark,Mud Bomb,Ground,70,167,135,10.944,104.6,"1,144.60","1,612",1,FALSE,peru
Kingler,Water,,Mud Shot,Ground,X-scissor,Bug,110,240,214,10.944,217.4,"2,379.10","2,694",1,FALSE,dodgerblue2
Porygon2,Normal,,Charge Beam,Electric,Hyper Beam,Normal,170,198,189,10.943,278.2,"3,043.90","2,546",2,FALSE,ivory2
Snorlax,Normal,,Zen Headbutt,Psychic,Hyper Beam,Normal,320,190,209,10.943,521.5,"5,707.10","3,355",1,FALSE,ivory2
Bellossom,Grass,,Acid,Poison,Leaf Blade,Grass,150,169,199,10.942,255.6,"2,796.70","2,108",2,FALSE,green2
Starmie,Water,Psychic,Water Gun,Water,Power Gem,Rock,120,210,170,10.942,204,"2,232.30","2,303",1,FALSE,dodgerblue2
Hitmonlee,Fighting,,Rock Smash,Fighting,Low Sweep,Fighting,100,224,206,10.939,197.3,"2,158.30","2,406",1,FALSE,chocolate2
Sunflora,Grass,,Bullet Seed,Grass,Solar Beam,Grass,150,185,163,10.939,204.2,"2,233.60","2,048",2,FALSE,green2
Heracross,Bug,Fighting,Struggle Bug,Bug,Earthquake,Ground,160,234,185,10.938,271,"2,964.20","2,938",2,FALSE,darkgreen
Dugtrio,Ground,,Mud Slap,Ground,Mud Bomb,Ground,70,167,135,10.937,104.5,"1,143.20","1,612",1,FALSE,peru
Murkrow,Dark,Flying,Peck,Flying,Drill Peck,Flying,120,175,84,10.936,104.5,"1,142.90","1,392",2,FALSE,gray0
Kingdra,Water,Dragon,Waterfall,Water,Blizzard,Ice,150,194,190,10.931,261.6,"2,859.50","2,424",2,FALSE,dodgerblue2
Milotic,Water,,Waterfall,Water,Blizzard,Ice,190,192,239,10.929,399.6,"4,366.70","2,967",3,FALSE,dodgerblue2
Parasect,Bug,Grass,Bug Bite,Bug,Solar Beam,Grass,120,165,160,10.929,164.8,"1,801.70","1,657",1,FALSE,darkgreen
Jolteon,Electric,,Volt Switch,Electric,Thunder,Electric,130,232,181,10.925,237.5,"2,594.20","2,730",1,FALSE,yellow2
Mew,Psychic,,Frost Breath,Ice,Overheat,Fire,200,210,200,10.925,366.8,"4,007","3,090",1,FALSE,deeppink1
Poliwrath,Water,Fighting,Bubble,Water,Hydro Pump,Water,180,182,189,10.925,298.7,"3,262.90","2,441",1,FALSE,dodgerblue2
Machamp,Fighting,,Bullet Punch,Steel,Stone Edge,Rock,180,234,169,10.924,261.7,"2,858.60","2,889",1,FALSE,chocolate2
Rhydon,Ground,Rock,Rock Smash,Fighting,Stone Edge,Rock,210,222,221,10.923,376.9,"4,117.40","3,300",1,FALSE,peru
Huntail,Water,,Bite,Dark,Aqua Tail,Water,110,197,203,10.922,198,"2,162.80","2,140",3,FALSE,dodgerblue2
Weepinbell,Grass,Poison,Razor Leaf,Grass,Seed Bomb,Grass,130,172,99,10.922,120.9,"1,320.50","1,475",1,FALSE,green2
Donphan,Ground,,Tackle,Normal,Heavy Slam,Steel,180,214,225,10.921,338.4,"3,696.40","3,022",2,FALSE,peru
Golem,Rock,Ground,Mud Slap,Ground,Earthquake,Ground,160,211,244,10.918,323.5,"3,532.60","2,916",1,FALSE,sienna4
Golem,Rock,Ground,Mud Slap,Ground,Ancient Power,Rock,160,211,244,10.918,323.5,"3,532.40","2,916",1,FALSE,sienna4
Mew,Psychic,,Volt Switch,Electric,Grass Knot,Grass,200,210,200,10.917,366.5,"4,000.80","3,090",1,FALSE,deeppink1
Mew,Psychic,,Volt Switch,Electric,Wild Charge,Electric,200,210,200,10.917,366.5,"4,000.80","3,090",1,FALSE,deeppink1
Abra,Psychic,,Zen Headbutt,Psychic,Psyshock,Psychic,50,195,100,10.916,58.1,634.3,"1,148",1,FALSE,deeppink1
Seadra,Water,,Water Gun,Water,Hydro Pump,Water,110,187,178,10.916,186.5,"2,036.30","1,979",1,FALSE,dodgerblue2
Golem,Rock,Ground,Mud Shot,Ground,Ancient Power,Rock,160,211,244,10.915,323.4,"3,530.10","2,916",1,FALSE,sienna4
Electabuzz,Electric,,Thunder Shock,Electric,Thunder Punch,Electric,130,198,163,10.902,206.2,"2,248.30","2,196",1,FALSE,yellow2
Primeape,Fighting,,Counter,Fighting,Night Slash,Dark,130,207,138,10.902,174.4,"1,901.50","2,105",1,FALSE,chocolate2
Mew,Psychic,,Cut,Normal,Hyper Beam,Normal,200,210,200,10.899,365.9,"3,987.80","3,090",1,FALSE,deeppink1
Floatzel,Water,,Waterfall,Water,Swift,Normal,170,221,109,10.883,207.5,"2,258.30","2,443",4,FALSE,dodgerblue2
Articuno,Ice,Flying,Frost Breath,Ice,Hurricane,Flying,180,192,244,10.882,388.8,"4,230.60","2,933",1,TRUE,cyan2
Clefable,Fairy,,Charge Beam,Electric,Dazzling Gleam,Fairy,190,178,176,10.882,287.9,"3,133.40","2,353",1,FALSE,pink1
Wigglytuff,Normal,Fairy,Pound,Normal,Hyper Beam,Normal,280,156,99,10.882,240.6,"2,618.10","1,906",1,FALSE,ivory2
Mr. Mime,Psychic,Fairy,Zen Headbutt,Psychic,Shadow Ball,Ghost,80,192,226,10.878,177.9,"1,934.60","1,984",1,FALSE,deeppink1
Solrock,Rock,Psychic,Rock Throw,Rock,Solar Beam,Grass,140,178,165,10.875,261.9,"2,848.50","2,245",3,FALSE,sienna4
Muk,Poison,,Acid,Poison,Sludge Wave,Poison,210,190,194,10.871,337.8,"3,672","2,709",1,FALSE,purple3
Skuntank,Poison,Dark,Poison Jab,Poison,Flamethrower,Fire,206,184,133,10.867,271.6,"2,951.70","2,358",4,FALSE,purple3
Kabutops,Rock,Water,Rock Smash,Fighting,Ancient Power,Rock,120,220,201,10.859,221.8,"2,408.20","2,517",1,FALSE,sienna4
Noctowl,Normal,Flying,Extrasensory,Psychic,Sky Attack,Flying,200,145,181,10.858,314.3,"3,412.80","2,245",2,FALSE,ivory2
Muk,Poison,,Infestation,Bug,Gunk Shot,Poison,210,190,194,10.857,337.3,"3,662.40","2,709",1,FALSE,purple3
Sunflora,Grass,,Razor Leaf,Grass,Petal Blizzard,Grass,150,185,163,10.856,202.6,"2,199.80","2,048",2,FALSE,green2
Armaldo,Rock,Bug,Fury Cutter,Bug,Cross Poison,Poison,150,222,195,10.852,246,"2,669.90","2,675",3,FALSE,sienna4
Hitmonlee,Fighting,,Rock Smash,Fighting,Stone Edge,Rock,100,224,206,10.85,195.7,"2,123.40","2,406",1,FALSE,chocolate2
Jynx,Ice,Psychic,Confusion,Psychic,Draining Kiss,Fairy,130,223,175,10.848,215,"2,332.80","2,512",1,FALSE,cyan2
Arcanine,Fire,,Snarl,Dark,Crunch,Dark,180,227,160,10.847,265.7,"2,881.80","2,839",1,FALSE,firebrick
Mew,Psychic,,Frost Breath,Ice,Thunderbolt,Electric,200,210,200,10.841,363.9,"3,945.60","3,090",1,FALSE,deeppink1
Roselia,Grass,Poison,Poison Jab,Poison,Petal Blizzard,Grass,100,186,151,10.841,141,"1,529","1,718",3,FALSE,green2
Electabuzz,Electric,,Thunder Shock,Electric,Thunder,Electric,130,198,163,10.834,205,"2,220.40","2,196",1,FALSE,yellow2
Mew,Psychic,,Steel Wing,Steel,Stone Edge,Rock,200,210,200,10.832,363.7,"3,939.20","3,090",1,FALSE,deeppink1
Tangela,Grass,,Infestation,Bug,Solar Beam,Grass,130,183,211,10.832,239.8,"2,597.60","2,208",1,FALSE,green2
Yanmega,Bug,Flying,Wing Attack,Flying,Ancient Power,Rock,172,231,165,10.828,276.3,"2,991.50","2,946",Mega,FALSE,darkgreen
Qwilfish,Water,Poison,Water Gun,Water,Aqua Tail,Water,130,184,145,10.827,197.2,"2,135","2,013",2,FALSE,dodgerblue2
Mew,Psychic,,Snarl,Dark,Rock Slide,Rock,200,210,200,10.826,363.5,"3,934.90","3,090",1,FALSE,deeppink1
Bibarel,Normal,Water,Water Gun,Water,Hyper Fang,Normal,158,162,120,10.825,204.4,"2,212.30","1,823",4,FALSE,ivory2
Bibarel,Normal,Water,Water Gun,Water,Surf,Water,158,162,120,10.824,204.3,"2,211.70","1,823",4,FALSE,ivory2
Mew,Psychic,,Steel Wing,Steel,Dark Pulse,Dark,200,210,200,10.823,363.3,"3,932.10","3,090",1,FALSE,deeppink1
Mew,Psychic,,Snarl,Dark,Blizzard,Ice,200,210,200,10.823,363.3,"3,932.30","3,090",1,FALSE,deeppink1
Hippowdon,Ground,,Bite,Dark,Earthquake,Ground,216,201,225,10.822,392.9,"4,252.30","3,085",4,FALSE,peru
Mew,Psychic,,Snarl,Dark,Focus Blast,Fighting,200,210,200,10.82,363.2,"3,930.30","3,090",1,FALSE,deeppink1
Torterra,Grass,Ground,Bite,Dark,Earthquake,Ground,190,202,205,10.819,352.1,"3,809.30","2,934",4,FALSE,green2
Vileplume,Grass,Poison,Razor Leaf,Grass,Moonblast,Fairy,150,202,179,10.816,229.1,"2,477.90","2,367",1,FALSE,green2
Mothim,Bug,Flying,Air Slash,Flying,Aerial Ace,Flying,140,185,100,10.815,158.6,"1,715.10","1,815",4,FALSE,darkgreen
Regirock,Rock,,Rock Throw,Rock,Stone Edge,Rock,160,179,375,10.815,487.3,"5,269.60","3,087",3,TRUE,sienna4
Glalie,Ice,,Frost Breath,Ice,Avalanche,Ice,160,162,160,10.814,232.4,"2,513.60","1,945",3,FALSE,cyan2
Skuntank,Poison,Dark,Bite,Dark,Flamethrower,Fire,206,184,133,10.813,270.2,"2,922.10","2,358",4,FALSE,purple3
Mew,Psychic,,Frost Breath,Ice,Surf,Water,200,210,200,10.812,363,"3,924.20","3,090",1,FALSE,deeppink1
